sat,colgpa,athlete,female
980,2.6600001,0,0
1260,3.47,0,0
910,3.52,0,1
1010,2.26,0,0
1020,1.3,0,0
910,2.8599999,1,0
1160,3.1199999,0,0
860,2.6199999,0,0
920,3.8499999,0,0
960,1.26,0,1
760,2.3499999,0,1
1000,2,0,0
820,3.1199999,1,0
1000,1.6,0,1
1300,3.1700001,0,0
1140,4,0,0
1190,2.97,0,1
710,2.9100001,0,1
1080,2.4000001,0,0
1330,3,0,0
1120,3.46,0,1
920,2.8199999,0,1
920,3.1500001,0,1
1060,2.6099999,0,1
940,2.04,1,0
720,1,1,0
1130,2.9400001,0,0
1070,3.9400001,0,0
1050,1.92,0,1
970,3.0699999,0,0
1130,2.3499999,0,1
910,2.45,0,1
1180,2.2,0,1
670,2.02,1,0
1180,2,0,0
1310,3.3399999,0,0
1020,2.98,0,1
1210,3.6400001,0,0
1070,3.23,0,1
1020,3.47,1,1
880,2.72,0,1
1140,3.78,0,1
920,2.02,0,1
1100,3.29,0,0
1040,2.5,1,0
1150,2.47,0,0
940,1.9400001,0,1
870,2,0,1
1110,2.9000001,0,1
1070,1.97,0,1
1050,3.46,0,0
1140,3.3900001,0,1
1250,2.45,0,0
890,2,0,1
990,3.3599999,0,0
1100,2.9200001,0,0
1070,3.9300001,0,0
990,2.55,0,1
1210,2.8199999,0,0
1150,3,0,0
1060,3.6099999,0,1
1090,2.71,0,0
1030,2.01,1,0
1090,2.75,0,0
990,2.5999999,0,0
1020,2.52,0,1
1100,2.3399999,0,0
1110,1.92,0,0
1040,1.85,0,1
1120,3.4100001,0,0
890,1.4400001,0,1
900,2.0699999,0,1
1110,3.1300001,0,1
740,2.98,0,0
1010,2.5599999,0,0
1090,2.1500001,0,0
950,3.53,0,1
1080,2.04,0,1
1070,2.1800001,0,0
1200,2.8199999,0,0
1090,2.3399999,0,1
910,3,0,1
1020,2.96,0,1
1030,2.22,0,1
880,2.49,1,0
1080,2.6800001,0,0
890,2.6800001,0,1
1060,2.8800001,0,1
1190,3.9000001,0,1
880,2.8299999,0,1
990,3.3699999,0,0
1040,1.9400001,0,0
920,2.8299999,0,1
1070,2.5699999,0,0
1100,2.8099999,0,0
1200,3.5699999,0,0
1180,3.3199999,0,0
1020,3.05,0,1
1110,2.97,1,0
1040,3.04,0,0
1190,3.8399999,0,0
1010,2.25,0,0
1250,3.8499999,0,1
1200,3.4400001,0,0
1100,2.6300001,0,1
990,2.6600001,0,1
1060,2.3599999,0,1
1050,3.5599999,0,1
910,3.1800001,0,0
950,3.0799999,0,0
1040,1.95,0,1
1100,2.76,0,1
930,2.6800001,0,0
1000,2.8099999,0,1
920,3.46,0,0
1120,2.21,0,0
1190,2.1400001,0,0
1200,2.71,0,1
1010,2.3499999,1,0
1190,2.79,0,0
930,2.6700001,0,0
1220,1.86,0,0
1000,2.3499999,0,1
810,1,0,0
1210,3.23,0,0
920,3.0899999,0,1
670,2.1199999,0,1
960,3.47,0,1
820,2.5699999,0,1
910,2.5999999,0,0
720,2.5899999,0,1
900,2.22,0,1
1040,2.8399999,0,0
740,3.02,0,1
1220,2.5799999,0,1
850,2.3499999,0,0
710,2.73,0,0
1430,3.76,0,0
880,2.6600001,0,1
1130,4,0,1
1000,2.4200001,1,0
1010,2.9200001,0,0
1390,2.77,0,0
1020,3.05,0,0
880,2.71,0,0
1030,1.92,0,0
1000,2.3199999,0,0
880,3.3699999,0,0
1170,3.8099999,0,0
1280,3.9200001,0,1
820,2.54,0,1
1190,3.6099999,0,1
790,2.05,1,0
1070,2.9300001,0,0
1110,3.1099999,0,0
980,2.98,0,1
1270,3.6199999,0,0
1090,2.6700001,0,0
990,1.87,0,0
1000,2.1300001,0,0
1060,2.5799999,0,1
1090,3.4100001,0,1
1080,2.5,0,0
920,3.4300001,0,1
1430,3.9400001,0,0
1320,3.6300001,0,1
1040,2.0599999,0,1
950,2.8199999,0,1
970,2.6900001,0,0
1090,3.03,0,1
980,3.6500001,0,1
1080,3,0,1
860,2.74,0,1
910,2.6400001,0,1
1010,3.1800001,0,0
1010,1.59,0,0
1120,2.73,0,0
950,3.1099999,0,1
780,3.6700001,0,1
1130,3.3699999,0,1
940,2.2,0,1
1020,3.1800001,0,1
1020,2.75,0,1
890,3.3599999,0,1
1070,1.92,0,0
850,2.5699999,0,0
1330,3.6400001,0,0
890,2.75,0,1
1080,3.1600001,0,0
950,2.6199999,0,1
1230,3.8800001,0,1
870,2.6500001,0,0
1290,2.52,0,0
1120,2.45,0,0
1220,3.02,0,1
790,2.3199999,0,1
1200,4,0,1
890,1.55,0,1
1060,3.23,0,0
1080,3.04,0,1
1050,3.1600001,0,0
850,2.28,0,1
740,1.95,1,0
920,2.1400001,0,1
1120,1.13,0,0
1050,3,0,1
1360,2.77,0,0
1230,1.9299999,0,1
890,2.5599999,0,1
940,1.96,0,1
1020,2.4200001,0,0
980,2,0,0
1050,2.1199999,0,0
1000,2.5,0,1
940,2.6600001,0,0
1110,2.5999999,0,1
1080,2.1800001,0,0
850,1.85,0,1
920,1.84,0,0
970,3.3199999,0,1
1030,2.8199999,0,0
820,2.1199999,0,1
800,1,0,0
910,2.8900001,0,1
1040,2.8099999,0,1
960,1.6799999,0,1
960,2.05,0,1
1110,2.6400001,0,0
1190,2.73,0,1
1090,3.0599999,0,1
780,2.3800001,1,0
1110,3,0,0
980,2.21,0,1
840,2.3599999,0,1
930,1.3099999,0,1
840,2.27,1,0
1090,1.84,0,0
1030,2.21,0,0
770,2.26,0,1
1280,4,0,0
930,2.03,0,0
1000,2.3599999,0,1
870,1.3,0,1
1070,2.27,0,0
910,2.9200001,0,1
1040,2.8199999,0,0
910,1.89,0,0
1110,3.3699999,0,1
950,2.7,0,1
940,2.8499999,0,1
1170,3.4300001,0,0
860,2.23,0,1
1020,3.3099999,0,0
930,1.9,0,1
860,.25,0,1
1190,3.47,0,0
950,2.53,0,0
930,2.27,0,1
1190,3.4200001,0,0
1070,2.26,0,0
1120,3.71,0,1
1070,3.05,0,0
920,2.5,0,1
1200,3.8199999,0,1
1060,2.0999999,0,1
1070,3.0999999,0,1
1150,3.53,0,1
1000,3.8099999,0,1
1240,2.53,0,0
1000,2.6900001,0,0
1190,2.0699999,0,0
1060,3.1099999,0,0
1180,3.5799999,0,1
920,1.9400001,0,0
1030,2.4300001,0,0
1080,2.8800001,0,1
1110,3.0899999,0,1
1200,4,0,0
980,2.02,0,0
840,2.27,0,1
1060,3.45,0,1
1230,3.5999999,0,1
980,2.28,0,1
870,1.87,0,0
1340,3.48,0,0
890,3.1199999,0,1
870,2.6700001,0,0
1080,2.1700001,0,0
940,2.6600001,0,1
1230,3.5799999,0,0
1050,2.1700001,0,0
1040,3.0599999,0,0
990,2.3099999,0,1
1050,1.88,0,1
1020,3.47,0,1
1030,3.9000001,0,1
830,2.3299999,0,1
1180,3.04,0,0
1020,2.0599999,0,0
890,1.72,0,0
990,3.5899999,0,1
1260,2.73,0,0
970,2.95,0,1
710,1.76,0,1
810,2,0,0
920,1.5700001,0,1
930,2.5,0,0
1310,2.7,0,0
1260,2.01,0,0
1170,2.24,0,0
1060,3.26,0,1
1270,1.72,0,0
980,1.75,0,0
1210,4,0,0
880,2,0,0
1260,2.8099999,0,0
1030,2.5799999,0,0
1060,3.05,0,0
900,2.5699999,0,0
1030,2.0599999,0,0
670,2.05,0,0
1060,2.0799999,0,0
1070,3.4100001,0,1
1070,2.9000001,0,1
800,1.72,0,0
1180,2.95,0,0
930,2.26,0,1
860,2.4300001,0,1
930,3.6600001,0,1
1060,2.76,0,1
810,2.6900001,0,1
1280,2.73,0,0
1050,2.0999999,0,1
770,3.24,0,0
950,2.8800001,0,1
870,2.5,0,0
750,2.3399999,0,1
870,3.3,0,1
880,3.1400001,0,0
920,2.21,0,0
810,2.71,0,0
890,2.46,0,0
1020,1.71,0,0
1110,2.4200001,0,0
610,2.1400001,1,0
960,2.8099999,0,0
920,1.66,0,0
870,2.2,0,0
1150,2.27,0,0
1370,2.72,0,0
1020,2.8299999,0,0
960,1.4,0,0
1200,1.5,0,1
970,2.55,0,1
1010,2.4100001,0,0
1210,2.8199999,0,0
1050,3.1800001,0,1
990,2.47,0,1
1050,2.8399999,0,1
1000,1.9400001,0,0
960,1.99,0,0
1130,3.0599999,0,1
1040,3.24,0,0
1000,3.5799999,0,1
1140,3.47,0,0
710,2.3099999,0,0
1290,4,0,1
1240,3.1300001,0,0
1000,2.23,0,0
890,2.48,0,0
1020,2.3499999,0,1
1010,2.3199999,0,1
1040,3.02,0,1
1010,2.3699999,0,0
1050,3.02,0,0
910,2.6900001,0,1
1000,2.3,0,1
990,2.95,0,0
920,2.8399999,0,0
1060,2.25,0,0
830,2.05,0,1
990,3.53,0,0
1320,3.55,0,0
1100,3,0,0
1090,3.73,0,1
760,2.0799999,1,0
980,2.0999999,0,0
1020,2.47,0,1
1010,1.9,0,0
890,3.1600001,0,0
1030,2.3199999,0,1
1170,3.75,0,0
720,2.8800001,0,1
1170,3.3699999,0,0
890,1.66,0,1
910,2.3,0,0
1000,2.6500001,0,1
900,1.8099999,0,1
1050,3.76,0,1
1050,3.3699999,1,0
730,3.25,0,0
1080,.75,0,0
1090,2.1800001,0,1
1230,3.5999999,0,0
1070,2.8399999,0,0
1230,2.77,0,1
940,.80000001,0,0
920,2.3599999,0,1
1450,3.77,0,0
1060,3,0,0
970,2.4000001,0,0
1160,4,0,1
1100,2.8599999,0,0
880,2.1600001,0,0
890,2.27,0,1
1250,3.6400001,0,0
1390,3,0,0
1250,3.5,0,1
1290,3.6500001,0,1
870,3.21,0,1
1100,3.3699999,0,0
1170,3.23,0,1
870,1.6,0,0
1220,3.1400001,0,0
970,2.0799999,0,0
930,2.21,0,0
1000,2.02,0,1
1090,2.3099999,0,1
1260,2.76,0,0
870,3.3099999,0,1
1060,3.9300001,0,1
1030,2.96,0,1
1040,2.3499999,0,1
1220,2.55,0,1
890,1.7,0,0
870,2.3099999,0,1
750,1.95,0,0
940,3.3599999,0,0
1030,3.25,0,1
1090,2.3599999,0,0
1120,3.22,0,0
1020,3.53,0,1
820,2.0899999,0,0
1050,3.0699999,0,0
970,2.21,0,1
990,3.3800001,0,1
1010,2.51,0,1
1090,3.46,0,1
1160,3.3,0,0
1010,2.1500001,0,1
1030,3.6400001,0,1
1020,2.5699999,0,1
1360,4,0,0
1150,3.8099999,0,0
1140,2.95,0,0
1190,3.8,0,1
740,2.8599999,0,1
810,2.3699999,1,0
1170,3.0599999,0,0
970,1.5,0,0
1140,1.73,0,0
920,1.76,0,1
950,3,0,1
1190,3.6500001,0,0
950,1.9400001,0,0
1080,3.02,0,0
1100,3,0,1
1110,3.6800001,0,1
850,2.1099999,1,0
810,2.26,0,0
960,1.73,0,1
1060,2.3499999,0,1
900,3.05,0,1
950,2.8800001,0,1
970,2.79,0,1
980,2.6600001,0,0
900,3.1700001,0,1
940,2.77,0,1
970,2.1400001,0,1
1050,2.1199999,0,0
810,2.3299999,0,1
1090,2.25,0,0
1070,2.8099999,0,1
910,2.0999999,0,0
970,1.4299999,0,0
930,2.73,0,1
1050,1.6799999,0,0
1180,2.2,0,0
990,3.1600001,0,0
1080,2.5599999,0,0
920,2.5799999,1,0
890,2.5599999,0,1
1050,3.72,0,1
1210,2.48,0,1
970,1.5,0,0
920,2.4000001,0,0
1070,3.27,0,0
1100,2.46,0,1
1340,3.75,0,0
1030,2.4000001,0,1
1160,1.9299999,0,1
1160,3.54,0,1
1000,3.2,0,1
890,2.4000001,0,1
1000,2.5599999,0,1
1170,3,0,0
990,2.76,0,0
1000,3.6600001,0,1
1140,2.23,0,0
980,2.3699999,0,1
850,2.1700001,0,0
1040,2.6199999,0,0
1050,3.23,0,0
1040,2.54,0,1
1220,3.3199999,0,1
980,2.76,0,0
1130,3.72,0,1
920,2.3499999,0,1
1080,2.3099999,0,0
1170,3.6400001,0,1
830,2.8800001,0,1
1020,2.4400001,0,1
880,2.72,0,1
1340,3.8699999,0,1
960,1.66,0,1
1020,2.3699999,0,1
1100,2.47,0,0
1070,3.3399999,1,1
1060,3,0,1
1040,2.1900001,0,1
1160,3.22,0,1
1160,2.96,0,1
1230,4,0,1
970,2.48,0,1
1090,3.1800001,0,1
1080,2.03,0,1
900,2.26,0,1
790,1.89,0,1
950,1.23,0,1
1220,4,0,0
960,2.26,0,0
1220,3.23,0,0
1120,2.8399999,0,0
1020,2.54,0,1
1120,2.55,0,0
1160,3.02,0,1
880,2.4000001,0,0
1170,3,0,1
1010,2.26,0,0
1050,2.03,0,1
1100,3.1600001,0,0
920,3,0,0
1320,3.46,0,0
1000,2.8599999,0,0
790,2.02,0,1
1000,1.58,0,1
810,2.1099999,0,1
1230,3.4300001,0,1
950,2.53,0,1
820,3.0599999,0,1
990,3.3599999,0,1
1160,3.53,0,0
1120,2.3499999,0,0
1110,3.21,0,0
1020,2.3699999,0,1
1100,3.3699999,0,1
1210,2.8,0,0
1290,3.8199999,0,0
990,1.62,0,0
1030,3.1700001,0,1
1110,2.8900001,0,1
1100,2.0899999,0,0
930,2.55,0,1
1090,2.1199999,0,0
1080,2.51,0,0
950,1.96,0,1
1100,3.3099999,0,0
800,3,0,0
920,1.38,0,0
1040,2.4000001,0,1
1120,2.54,0,0
1160,2.53,0,0
1140,3.8199999,0,1
800,2.0699999,0,1
1030,2.8800001,0,0
1080,3.8299999,0,0
1240,3.1099999,0,0
1150,2.77,0,0
950,2.1900001,0,1
1300,2.53,0,0
1340,3.9300001,0,0
1130,2.1300001,0,0
1140,3.23,0,0
960,2.28,0,1
1280,2.78,0,0
1080,1.64,0,0
950,2.6199999,0,0
1130,2.75,0,1
900,3,0,1
1080,1.7,0,0
890,.80000001,0,0
900,1.76,0,0
1010,2.6600001,0,1
1240,2.53,0,0
990,2.71,0,1
1160,1.89,0,0
1000,2.55,0,1
1060,2.8199999,0,0
1090,1.95,0,0
930,1.73,0,0
970,2.53,0,1
830,1.3,0,1
1210,3.02,0,0
730,2.98,0,1
1230,3.6400001,0,0
1070,3.1700001,0,0
860,2.5599999,0,1
1020,2.3,0,0
1130,3.05,0,0
940,2.1600001,0,1
1030,2.75,0,1
590,1.53,1,0
1030,3.8699999,0,0
920,2.2,0,1
990,2.6300001,0,0
700,3.3,1,1
1000,2.0699999,0,1
1040,.92000002,0,0
790,2.8199999,0,0
1110,1.15,0,0
1130,3.1400001,0,1
1180,3.8,0,1
930,2.5799999,0,0
850,2.8,0,1
1020,2.5999999,0,1
1010,3.02,0,0
1130,3.22,0,0
1350,1.61,0,0
1200,3,0,1
820,2.74,0,0
1010,2.3099999,0,0
910,2.1099999,0,0
870,2.77,0,1
1130,3.29,0,0
1060,2.1099999,0,0
930,2.6600001,1,0
1050,2.5899999,0,0
1090,3.22,0,0
1050,2.3800001,0,1
1000,3.47,0,0
1080,3.26,0,1
810,1.98,0,1
1290,3.73,0,1
1150,2.75,0,0
810,1.64,0,1
1000,2.74,0,0
940,2.9200001,0,1
940,2.27,0,0
1250,2.8499999,0,1
1040,1.88,0,0
830,2.49,0,0
940,2.6800001,0,0
910,2.53,0,0
1150,2.0799999,0,0
1200,2.6199999,0,0
990,.30000001,0,0
790,2.78,0,0
740,2.8099999,0,0
1290,3.6199999,0,0
1090,2.8499999,0,0
1260,2.0999999,0,0
1170,3.6400001,0,1
910,1.53,0,1
1040,3.1800001,0,0
940,3,0,1
1000,3.3499999,0,0
810,2.45,0,1
840,2.8599999,0,1
910,2.5999999,0,1
980,3.1300001,0,1
1020,2.78,0,1
780,2.01,0,0
990,2.5999999,0,0
1060,2.1199999,0,1
910,1.86,0,1
1010,.46000001,0,0
810,2.1500001,0,1
920,1.92,0,1
1050,2.9200001,0,0
820,2.3800001,0,0
1080,1.97,0,0
1160,3.5,0,1
1000,2.75,0,1
1030,2.6199999,0,0
1000,2.3399999,0,0
1020,3.3399999,0,0
900,1.53,0,1
940,1.87,0,1
1180,3.3299999,0,0
1130,3.4100001,0,0
920,3.21,0,0
1220,4,1,0
1000,3.6800001,0,1
990,2.3,0,0
950,2.9300001,0,1
1080,2.73,0,0
1110,1.76,0,0
970,3.1099999,0,1
1020,2.04,0,1
1060,3.25,0,1
860,1.35,0,0
970,2.1300001,0,0
1000,2.8800001,0,0
1100,2.1099999,0,1
1210,2.72,0,0
1090,3.1400001,0,0
880,1.84,0,1
970,2.5999999,0,0
1050,3.1099999,0,0
1050,2.53,0,1
1060,2.05,0,0
910,2.01,0,0
830,2.8,0,1
1110,3.01,0,1
1210,3.29,0,1
990,2.4000001,0,1
1200,3.0899999,0,0
940,2.71,0,1
1000,2.0699999,0,0
1160,3.0699999,0,0
930,3,0,0
1210,1.8,0,0
960,1.46,0,0
1100,2.8800001,0,0
950,2.2,0,0
1100,3.4100001,0,1
1050,3.72,0,1
960,2.0599999,0,1
1220,2.76,0,0
980,2.74,0,0
900,2.21,0,0
1010,2.26,0,0
1180,2.1500001,0,0
960,2.0599999,0,1
1140,2.1800001,0,0
880,2.24,0,0
990,3.23,0,1
840,2.3499999,0,0
1000,2.51,0,0
1150,3.54,0,1
1010,3.04,0,0
1080,1.7,0,1
1320,3.01,0,0
910,3.3199999,0,1
1170,2.8900001,0,1
1090,2.72,0,1
1040,2.6199999,0,1
950,2.71,0,0
1050,2.47,0,0
960,2.1099999,0,0
1000,2.23,0,1
820,2.6199999,0,1
1220,2.46,0,0
1350,2.95,0,1
1110,2.6099999,0,1
1280,3.7,0,0
940,2.9200001,0,1
990,2,0,0
1140,2.4400001,0,0
980,2.4400001,0,0
870,1.75,0,0
1080,1.9,0,1
1170,3.3499999,0,1
1220,3.0699999,0,0
1130,2.1099999,0,0
880,1.77,0,0
1000,2.1800001,0,0
1110,2,0,0
1190,2.23,0,0
1090,3.75,0,1
1170,2.3499999,0,0
1130,2.4200001,0,0
1050,2.73,0,1
950,2.9400001,0,1
1210,2.1600001,0,0
950,.83999997,0,0
990,2.0999999,0,1
1250,3.4000001,0,0
840,1.1799999,0,0
860,1.9400001,0,0
840,2.3599999,0,1
960,2.4300001,0,0
920,2.46,0,0
1010,2.78,0,1
850,2.02,0,1
1100,3.25,0,0
960,2.28,0,0
950,2,0,1
950,2.5599999,0,1
840,2.8,0,0
860,2.1900001,0,1
800,2.54,0,1
1060,2.23,0,0
980,2.55,0,0
770,1.35,1,0
1010,3.76,0,1
1100,1.71,0,0
1060,1.8200001,0,1
1060,2.53,0,0
1100,1.66,0,0
1140,3.8199999,0,0
810,2.2,0,1
880,2.4400001,0,0
920,2.52,0,1
1000,2.25,0,1
1040,3,0,0
1020,4,0,1
1180,2,0,0
850,3.27,0,1
910,3.23,0,1
990,2.4100001,0,0
890,2.75,1,0
990,2.9400001,0,1
900,1.8099999,0,1
700,2.22,0,0
1000,2.29,0,1
910,1.6,0,0
1080,3.1099999,0,0
840,2.0799999,0,0
1010,1.66,0,0
1100,2.77,0,1
1110,3.3800001,0,0
960,2.3800001,0,0
830,2.73,0,1
1100,3.7,0,1
910,1.46,0,0
1030,2.8099999,0,0
1130,2.8399999,0,1
1150,3.23,0,0
1100,2.3099999,0,0
1170,2.5799999,0,1
920,3.3099999,0,0
1000,3,0,1
1240,1.9400001,0,0
1030,3.45,0,1
1080,2.29,0,0
990,3.1800001,0,1
1290,3.02,0,0
880,2.7,0,1
1150,2.77,0,0
1240,3.25,0,1
1000,2.6099999,0,0
990,2.1400001,1,1
1130,3.47,0,0
1110,3.3800001,0,0
980,2.1800001,0,1
950,3.77,0,1
1200,2.8199999,0,1
950,2.0799999,0,0
1020,2.6900001,0,0
850,2,0,0
1010,1.77,0,0
1260,3.29,0,1
870,2.0599999,0,1
970,2.45,0,0
870,2.6099999,0,0
1130,3.1800001,0,1
860,2.8399999,0,0
950,.75999999,0,1
890,2.1700001,0,0
1050,3.5,0,0
940,1.52,0,0
950,2.76,0,0
1020,2.1300001,0,0
1180,3.4100001,0,0
690,1.75,0,1
770,2.8800001,0,1
1030,3.6199999,0,0
1020,2.3,0,0
1120,1.92,0,0
730,1.53,0,0
780,2.24,0,1
890,2.6500001,0,1
930,2.1700001,0,0
1060,2.0899999,0,1
840,1.53,0,1
1090,1.5,0,0
800,2.48,0,1
1140,2.23,0,0
830,2.5999999,0,1
880,2.3299999,0,1
1460,2.9400001,0,0
1030,3.1700001,0,0
970,1.87,0,1
900,2.95,0,1
1010,1.9299999,0,1
1040,2.77,0,1
870,3.47,0,0
910,2.3199999,0,0
720,2.4400001,0,0
1000,1.92,0,1
1180,3.78,0,0
960,1.92,0,0
860,2.3800001,0,0
1060,3.25,0,0
1120,2.73,0,1
820,1.67,0,1
880,2.3800001,0,1
1060,2.8199999,0,0
940,2.1300001,0,1
940,3.5799999,0,1
740,1.41,0,1
990,2.6300001,0,0
1180,3.6600001,0,1
950,3.0599999,0,0
950,2.26,0,0
970,3.6700001,0,1
1130,3.6099999,0,0
1280,3.22,0,0
970,2.8599999,0,0
830,2.02,1,0
1000,2.71,0,1
870,2.8199999,0,1
1020,2.28,0,0
1190,4,0,0
900,3.1300001,0,1
1100,2.46,0,0
780,1.95,0,0
870,2.47,0,1
1130,1.71,0,0
1020,2,0,0
990,2.6900001,0,0
1030,3.46,0,1
970,2.47,0,1
1170,2.51,0,0
1060,2.8499999,0,0
1120,2.5799999,0,0
820,1.85,0,1
860,2.3800001,0,1
980,2.78,0,1
1100,3.54,0,0
1140,3.73,0,0
950,1.86,0,1
1040,2.23,0,1
820,2.25,0,1
1060,3.51,0,1
880,2.5599999,0,1
1340,3.4400001,0,1
1060,2.1800001,0,0
1050,2.74,0,0
1080,3.3099999,0,0
990,2.1800001,0,0
920,2.8,0,1
1050,2.21,0,0
720,2.0799999,0,1
770,2.22,0,0
1190,2.4100001,0,0
870,2.5799999,0,0
1140,3.79,0,0
1040,3.0599999,0,1
1050,2.46,0,0
1320,4,0,0
850,2.6300001,0,1
950,2.53,1,0
1100,3.1600001,0,0
1290,4,0,0
960,2.95,0,1
1050,1.76,0,0
890,2.8599999,0,1
1020,1.97,0,0
1110,2.21,0,0
960,2.21,0,1
930,2.71,0,0
1190,2.8199999,0,1
980,2.76,1,0
1230,4,0,0
940,2.52,0,0
1040,3.1600001,0,0
960,3.3199999,0,0
1060,2.3599999,0,0
1280,3.47,0,0
1340,4,0,0
1050,1.77,0,0
1100,2.3099999,0,0
980,3.73,0,1
1130,2.9100001,0,0
1140,2.6199999,0,1
1000,2.3599999,0,0
1060,1.05,0,0
1190,3.5599999,0,0
1090,2.72,0,1
640,1.92,1,0
880,2.2,0,1
1020,1.92,0,0
1010,1.53,0,1
1410,3.72,0,0
820,2.3599999,0,1
880,.52999997,0,0
1010,2.6099999,0,1
1240,2.5699999,0,0
890,1.61,0,1
960,1.6,0,0
1140,3.04,0,1
900,3.0599999,0,1
950,3.55,0,1
910,3.6099999,0,1
1150,2.9400001,0,1
1030,2.1099999,0,0
1070,2,0,0
850,1.28,0,0
960,1.92,0,0
1030,3.9300001,0,1
1030,2.5799999,0,1
1040,3.28,0,1
1110,3.29,0,1
950,2.5,0,1
960,3.0599999,0,0
900,2.79,0,0
950,2.28,0,0
1040,2.73,0,1
1020,2.54,0,0
910,1.23,0,1
890,1.62,0,1
1200,3.3800001,0,0
780,1.92,0,1
950,2.8800001,0,1
950,2.9400001,0,1
730,2.52,0,0
880,2.6099999,0,1
1280,3.3199999,0,0
1100,2.46,0,0
890,2.47,0,0
1110,1.95,0,1
1130,3.3299999,0,0
920,3.3599999,0,0
1120,3.1700001,0,0
1070,2.3800001,0,0
1180,2.3,0,0
1140,3.0999999,0,0
870,2.48,0,1
1210,2.9400001,0,0
1090,3.04,0,0
990,2.78,0,0
1110,2.74,0,1
940,2.3699999,0,1
1150,3.6400001,0,0
1000,3.1700001,0,0
980,2.8499999,0,0
930,2.6400001,0,1
1150,2.9400001,0,0
860,2.0699999,0,1
910,2.3299999,0,0
960,.63999999,0,0
900,.92000002,0,1
1250,3.23,0,1
1180,3.26,0,0
860,2.0699999,0,0
1050,4,0,1
1010,3,0,0
1190,2.3299999,0,1
1020,2.77,0,0
1290,2.9300001,0,0
910,2.3800001,0,1
1210,3.8199999,0,0
990,2.4300001,0,0
970,2.0699999,0,0
940,2.25,0,1
1310,3.9300001,0,0
1000,2.1800001,0,1
1060,2.3299999,0,1
1000,2.03,0,0
1010,3.3499999,0,1
950,2.6900001,0,1
1080,2.97,0,0
920,1.74,0,1
1220,2.46,0,0
1040,3.1400001,0,1
880,2.49,0,1
850,1.92,0,0
910,2.76,0,0
1170,2.6099999,1,0
1150,3.0599999,0,1
990,2.1199999,0,0
1000,2.72,0,1
1050,2.8900001,0,1
1160,1.73,0,0
1150,3.1500001,0,0
1030,2.72,0,0
820,1.91,0,1
1140,2.1800001,0,1
1140,4,0,1
980,3.1600001,0,1
1130,3.45,0,0
1010,3.1400001,0,1
1080,3.5,0,1
960,2.3,0,1
1020,3.0799999,0,1
880,2.54,0,1
970,3.23,0,0
830,2.6900001,0,1
1300,3.24,0,1
980,2.6700001,0,1
1220,2.21,0,0
940,1.8,0,1
1120,2.78,0,1
970,2.3800001,0,1
1090,2.25,0,0
1090,1.6,0,0
1150,3.01,0,0
950,1.85,0,1
1040,1.45,0,0
1290,4,0,1
1080,2.76,0,1
1250,3.4300001,0,1
810,3.3099999,0,1
980,2.4000001,0,1
700,1.28,1,0
1030,2.27,0,0
950,2.0699999,0,0
970,2.4300001,0,0
1070,2.25,0,0
1050,1.79,0,1
1030,1.1799999,0,0
1180,3.5999999,0,0
930,2.54,0,1
1280,3.05,0,0
990,2.8099999,0,1
1330,3.8499999,0,0
880,1.36,0,0
1140,3.47,0,0
850,2.6700001,0,0
1060,2.3499999,0,1
1030,2.3499999,0,0
960,2.8599999,0,1
990,2.6199999,0,0
980,3.22,0,0
1030,2.3800001,0,0
940,2.77,0,1
1230,2.8499999,0,1
1120,2.3,0,0
1020,3,0,1
1110,3.6400001,0,0
1340,2.28,0,0
950,2.9100001,0,1
1100,2.6500001,0,1
1000,1.6900001,0,0
1240,3.8399999,0,0
1000,2.5599999,0,0
1020,2.5,0,0
1010,3.1800001,0,1
980,2.75,0,1
860,3,0,1
1020,3.3599999,0,0
990,2.27,0,1
910,2.72,0,0
1130,2.6500001,0,0
930,2.3099999,0,1
1170,2.6600001,0,0
1020,3,0,0
1080,3.9300001,0,0
960,1.8099999,0,0
810,.86000001,0,0
810,2.1099999,0,1
880,2.5,0,1
1190,3.4300001,0,0
1160,2.7,0,0
950,2.3199999,0,0
1080,3.27,0,1
1020,2.3299999,0,0
1170,3.24,0,1
900,2.51,0,1
1180,3.1600001,0,0
1150,3.1600001,0,1
1270,2,0,0
1090,1.15,0,0
1050,.87,0,0
1170,3.9100001,0,1
1050,2.6300001,0,1
1080,3.3199999,0,1
1140,2.9000001,0,0
1010,2.76,0,1
1110,3.5699999,0,0
1010,2.2,0,0
1290,3.8199999,0,0
1030,1.9,0,0
1250,2.1099999,0,0
1110,1.91,0,0
1060,3.1900001,0,0
1070,3.29,0,1
890,2.8199999,0,1
910,3.3299999,0,1
1130,2.4100001,0,0
1020,2.6199999,0,0
1240,2.8299999,0,0
900,1.88,0,1
900,2.52,0,1
860,2.05,0,0
950,2.4200001,0,1
1160,2.3499999,0,0
1140,2.1500001,0,0
1010,1.96,0,1
990,1.77,0,0
1120,2,0,0
1070,2.6400001,0,0
1020,1.2,0,1
1030,1.75,0,0
990,2.75,0,1
930,2.4200001,0,0
790,2.3099999,0,1
1090,3.6300001,0,1
1020,2.5899999,0,1
1220,2.9100001,0,1
1010,2.52,0,0
1090,1.61,0,0
900,.80000001,0,0
1120,1.77,0,0
950,1,0,0
790,2.5999999,0,0
1130,3.1099999,0,0
1080,2.3699999,1,0
1140,2.46,0,0
970,2.29,0,0
980,3.23,0,1
